batch_size,accuracy,loss,val_acc,val_loss,seconds,processor
16,0.948924720287323,0.1411976516246795,0.875,0.2344937920570373,150.49097084999084,GPU
32,0.9697580933570862,0.0894819349050521,0.90625,0.5559264421463013,159.7707557678223,GPU
64,0.948369562625885,0.1489054858684539,0.875,0.4377874732017517,149.67059016227722,GPU
128,0.953125,0.1366302222013473,0.9140625,0.2836369574069977,157.17938446998596,GPU
