batch_size,accuracy,loss,val_acc,val_loss,seconds,processor
16,0.9065859913825988,0.2625998556613922,1.0,0.0752379596233367,55.669269323349,TPU
32,0.911962389945984,0.2413941472768783,0.875,0.2799313068389892,48.06705164909363,TPU
64,0.9473505616188048,0.1443350166082382,0.890625,0.2490372657775879,47.92165565490723,TPU
128,0.94191575050354,0.1596953123807907,0.9375,0.1897181272506714,50.7242865562439,TPU
256,0.9360795617103576,0.1655398160219192,0.921875,0.2294986844062805,52.39634442329407,TPU
348,0.2410714328289032,1.6065788269042969,0.2369791716337204,1.6025460958480835,55.41057848930359,TPU
512,0.834765613079071,0.4507583677768707,0.849609375,0.4249797761440277,48.51250410079956,TPU
640,0.7300781607627869,0.7065104842185974,0.753125011920929,0.6186789870262146,52.06324434280396,TPU
