batch_size,accuracy,loss,val_acc,val_loss,seconds,processor
16,0.9358198642730712,0.1830463856458664,0.9375,0.1468664109706878,81.7937331199646,TPU
32,0.9519489407539368,0.135564848780632,0.9375,0.582467794418335,78.66022276878357,TPU
64,0.9758831858634948,0.0790853053331375,0.859375,0.6134093999862671,75.70890998840332,TPU
128,0.990828812122345,0.0387742817401886,0.765625,1.1064324378967283,73.84862685203552,TPU
256,0.9914773106575012,0.0314979441463947,0.83203125,0.7230197787284851,74.1691792011261,TPU
348,0.9933035969734192,0.0326482132077217,0.8307291865348816,0.7844430804252625,56.55162668228149,TPU
512,0.9859375357627868,0.0468641109764575,0.837890625,0.6914100646972656,51.53385710716248,TPU
640,0.985156238079071,0.0552351474761962,0.7734375,0.9800815582275392,55.67454266548157,TPU
