batch_size,accuracy,loss,val_loss,val_acc,seconds,processor
128,0.9697999954223632,0.0965975746512413,0.0381927490234375,0.9865999817848206,80.4162905216217,TPU
256,0.9679833650588988,0.1061263382434845,0.0408248901367187,0.9873999953269958,46.44146466255188,TPU
384,0.961666703224182,0.128522589802742,0.044647216796875,0.98499995470047,34.04251217842102,TPU
512,0.950266659259796,0.1691092103719711,0.061126708984375,0.9801999926567078,28.211665868759155,TPU
640,0.9483166933059692,0.1723942011594772,0.057098388671875,0.981399953365326,24.249075651168823,TPU
768,0.9375166893005372,0.2057655900716781,0.07305908203125,0.976199984550476,21.71686315536499,TPU
896,0.9405166506767272,0.2014074176549911,0.0640716552734375,0.97979998588562,19.44948005676269,TPU
1024,0.945383369922638,0.1792632788419723,0.0591278076171875,0.98089998960495,18.500678777694706,TPU
