batch_size,accuracy,loss,val_acc,val_loss,seconds,processor
16,0.5665322542190552,1.082749843597412,0.8125,1.13525390625,104.2322642803192,TPU
32,0.5591397881507874,1.0933536291122437,0.5,1.15869140625,76.20833683013916,TPU
64,0.5118886232376099,1.1908012628555298,0.46875,1.3876953125,60.15414953231812,TPU
128,0.4955842494964599,1.2091330289840698,0.4296875,1.330078125,49.53631544113159,TPU
256,0.4250710308551788,1.3073508739471436,0.42578125,1.37890625,43.66381025314331,TPU
348,0.4669540226459503,1.257015585899353,0.4195402264595032,1.3183369636535645,47.06512475013733,TPU
512,0.3937500119209289,1.365820288658142,0.408203125,1.3408203125,35.34678292274475,TPU
640,0.390625,1.369873046875,0.4828124940395355,1.357421875,33.33634662628174,TPU
