batch_size,accuracy,loss,val_loss,val_acc,seconds,processor
128,0.970716655254364,0.0965967923402786,0.0439125373959541,0.9853000044822692,36.17692542076111,GPU
256,0.9657333493232728,0.1124283969402313,0.0414529778063297,0.9878000020980836,17.817991256713867,GPU
384,0.9535999894142152,0.1536723971366882,0.053177747875452,0.9833999872207642,21.0319185256958,GPU
512,0.9555166959762572,0.1469165682792663,0.0473257973790168,0.9846000075340272,14.236340284347534,GPU
640,0.9460333585739136,0.1793871372938156,0.0596006698906421,0.980400025844574,13.62423014640808,GPU
768,0.9407333135604858,0.1942807883024215,0.0646274015307426,0.978600025177002,21.076937675476078,GPU
896,0.9427499771118164,0.1889222860336303,0.0659906715154647,0.977999985218048,21.07067561149597,GPU
1024,0.9353333115577698,0.2168757617473602,0.0804659128189086,0.9757000207901,12.582496404647827,GPU
